incident_date,city,state,description,plan,citatation
11/24/2014,de leon,tx,Worker killed in fall from aerial bucket.,unknown,unknown
11/24/2014,chicago,il,Tow truck operator fatally crushed between truck and vehicle being towed.,unknown,unknown
11/22/2014,wylie,tx,Worker performing maintenance fatally crushed between saw motor machine and air duct.,unknown,unknown
11/21/2014,waverly,ne,Worker killed after becoming caught in auger of feed grain bin.,unknown,unknown
11/21/2014,salem,nh,Worker killed in motor vehicle collision.,unknown,unknown
11/20/2014,perris,ca,Worker fatally crushed between lumber and framing station machine.,unknown,unknown
11/20/2014,baytown,tx,Worker fatally crushed by crane.,unknown,unknown
11/20/2014,nobelsville,in,Worker fatally crushed between machinery and beam of cherry picker.  ,unknown,unknown
11/19/2014,decatur,al,Worker killed in fall from skylight.,unknown,unknown
11/19/2014,winston-salem,nc,Worker struck and killed by truck.,unknown,unknown
11/19/2014,eunice,nm,Worker fatally crushed between two semi tractor trailers .,unknown,unknown
11/19/2014,britton,sd,Worker struck and killed by toolbox. ,unknown,unknown
11/19/2014,trenton,mo,Worker killed in vehicle rollover.,unknown,unknown
11/19/2014,joplin,mo,Worker killed in vehicle collision.,unknown,unknown
11/19/2014,el paso,tx,Worker replacing tires on tractor trailer fatally crushed when vehicle fell from jack stands.    ,unknown,unknown
11/18/2014,new bedford,ma,Worker struck and killed by truck.,unknown,unknown
11/18/2014,salt lake city,ut,Worker killed in fall from back of delivery truck.,unknown,unknown
11/18/2014,middletown,va,Worker killed in fall from ladder.  ,unknown,unknown
11/18/2014,chesapeake,va,Worker struck and killed by work vehicle.,unknown,unknown
11/18/2014,eklhart,in,Worker killed in fall.,unknown,unknown
11/18/2014,williston,nd,Worker died after slipping on icy rig mat. ,unknown,unknown
11/18/2014,brentwood,tn,Worker fatally crushed when forklift overturned.,unknown,unknown
11/18/2014,south pittsburg,tn,Worker fatally crushed when forklit turned over.,unknown,unknown
11/17/2014,jefferson township,pa,Worker struck and killed by shed that fell from truck during offloading.,unknown,unknown
11/17/2014,ukiah,ca,Worker trimming tree killed in fall from ladder.,unknown,unknown
11/17/2014,deckerville,mi,Worker struck and killed by equipment during loading operations.  ,unknown,unknown
11/17/2014,bellville,oh,Worker installing sewer line killed in trench collapse.,unknown,unknown
11/17/2014,mosinee,wi,Worker killed in fall from aerial lift. ,unknown,unknown
11/16/2014,big spring,tx,Worker killed in fall from derrick.,unknown,unknown
11/16/2014,ozona,tx,Worker killed in vehicle collision.,unknown,unknown
11/15/2014,la porte,tx,Four workers died from exposure to chemical leak. ,unknown,unknown
11/15/2014,kenedy,tx,Worker killed in fall on drilling rig.,unknown,unknown
11/15/2014,syracuse,ny,Worker struck and killed by truck.,unknown,unknown
11/15/2014,indianapolis,in,Worker fatally crushed by container that fell during maintenence.,unknown,unknown
11/14/2014,carlsbad,nm,One worker killed and three hospitalized in gas well explosion.,unknown,unknown
11/14/2014,seagraves,tx,Worker died after being pulled into hopper.,unknown,unknown
11/14/2014,alexandria,va,Worker changing light bulbs in parking lot killed when lift tilted over.,unknown,unknown
11/13/2014,comerio,pr,Worker killed in fall from electrical lattice tower. ,unknown,unknown
11/13/2014,avon lake,oh,Worker fatally crushed by retaining wall.,unknown,unknown
11/13/2014,raleigh,nc,Worker killed in bridge collapse.,unknown,unknown
11/13/2014,everett,wa,Worker struck and killed by part of aircraft seatbelt/airbag assembly. ,unknown,unknown
11/13/2014,ashton,id,Worker killed by truck that rolled while chains were being installed on tires.  ,unknown,unknown
11/13/2014,seattle,wa,Worker cleaning gutters killed in fall from ladder.  ,unknown,unknown
11/12/2014,staten island,ny,Worker fatally crushed by dumpster that fell off trash truck.,unknown,unknown
11/12/2014,baltimore,md,Worker killed while performing fire fighting duties.,unknown,unknown
11/12/2014,sarahsville,oh,Worker killed in fire and explosion at fracking site.,unknown,unknown
11/12/2014,modesto,ca,Worker driving ATV killed in vehicle collision.,unknown,unknown
11/12/2014,burbank,ca,Worker struck and killed by pole.,unknown,unknown
11/12/2014,minneapolis,mn,Worker killed in automobile collision. ,unknown,unknown
11/11/2014,upper malboro,md,Worker killed by carbon monoxide from gasoline powered generator running inside truck.,unknown,unknown
11/11/2014,new albany,oh,Worker drowned while cleaning retention pond.,unknown,unknown
11/11/2014,bridgeton,mo,Worker electrocuted while testing power leads.,unknown,unknown
11/11/2014,phoenix,az,Worker fatally crushed when car fell off jack stand during repairs.,unknown,unknown
11/11/2014,newport news,va,Worker removing limbs from body of water drowned when boat capsized. ,unknown,unknown
11/10/2014,terre haute,in,Worker killed in fall from roof.,unknown,unknown
11/10/2014,crossett,ar,Worker died after being pinned beneath ATV.,unknown,unknown
11/10/2014,dalhart,tx,Worker struck and killed by pipe.,unknown,unknown
11/10/2014,hampstead,nc,Worker installing guy wire electrocuted by overhead power line.,unknown,unknown
11/10/2014,hampstead,nc,Worker electrocuted by overhead power line.,unknown,unknown
11/10/2014,youngstown,oh,Worker killed in fall from step ladder on scaffold. ,unknown,unknown
11/10/2014,huntington station,ny,Worker struck and killed by concrete wall under construction.,unknown,unknown
11/9/2014,edmond,ks,Worker struck and killed by falling tool. ,unknown,unknown
11/9/2014,jacksonville,fl,Worker fatally shot during robbery.,unknown,unknown
11/9/2014,midland,ga,Worker struck and killed by truck that rolled over chock during maintenance.,unknown,unknown
11/9/2014,rolla,mo,Worker died from complications after breaking leg in fall on wet floor.  ,unknown,unknown
11/7/2014,sun valley,id,Worker struck and killed by collapsing wall.,unknown,unknown
11/7/2014,grantsville,ut,Worker driving ATV killed in vehicle collision.,unknown,unknown
11/7/2014,hughesville,md,Worker killed in fall from roof truss.,unknown,unknown
11/7/2014,santa fe springs,ca,Worker killed in vehicle collision.,unknown,unknown
11/7/2014,wichita,ks,Worker fatally crushed under vehicle when jacks collapsed.,unknown,unknown
11/7/2014,henderson,nv,Worker directing traffic struck and killed by motor vehicle. ,unknown,unknown
11/7/2014,gillette,wy,Worker killed in fall from roof.,unknown,unknown
11/7/2014,webster,ny,Worker killed in motor vehicle collision.,unknown,unknown
11/6/2014,charlottesville,va,Worker fatally crushed by compactor that fell from tractor trailer during unloading.,unknown,unknown
11/6/2014,beverly hills,ca,Worker fatally crushed between elevator car and top of shaft.,unknown,unknown
11/6/2014,downey,ca,Worker fatally crushed between top of elevator and shaft.,unknown,unknown
11/6/2014,houston,tx,Worker struck and killed by vehicle.,unknown,unknown
11/6/2014,las vegas,nv,Worker killed in fall down elevator shaft.,unknown,unknown
11/6/2014,harper,ks,Worker killed in fall fom bucket truck.,unknown,unknown
11/6/2014,whiteman afb,mo,Worker killed in fall from ladder.,unknown,unknown
11/6/2014,fairfield,oh,Worker asphyxiated when clothing became caught in motor drive shaft of bowling lane pin setter.,unknown,unknown
11/6/2014,sanford,ny,Worker fatally crushed in winding machine.,unknown,unknown
11/6/2014,charlottesville,va,Worker fatally crushed by paving roller that slid off trailer.,unknown,unknown
11/5/2014,crowley,la,Worker fatally crushed between water tank and bucket of  backhoe.,unknown,unknown
11/4/2014,como,ms,Worker struck and killed by falling tree.,unknown,unknown
11/4/2014,middletown,ia,Worker drowned when excavator/track hoe fell off boat ramp.,unknown,unknown
11/4/2014,lapeer,mi,Worker killed in fuel cell explosion.  ,unknown,unknown
11/4/2014,gainesville,ga,Worker fatally crushed under vehicle while making repairs.,unknown,unknown
11/4/2014,york,me,Worker struck and killed by dump truck in construction work zone. ,unknown,unknown
11/4/2014,rolla,mo,Worker died from complications related to fall on a wet floor and breaking leg.  ,unknown,unknown
11/4/2014,union city,ca,Worker struck and killed by vehicle.,unknown,unknown
11/4/2014,guntersville,al,Worker fatally crushed by pile driver. ,unknown,unknown
11/3/2014,cameron,wv,Worker electrocuted while pulling a power line from roll.,unknown,unknown
11/3/2014,philadelphia,pa,Worker killed by exposure to cyanide.,unknown,unknown
11/3/2014,jersey city,nj,Worker struck and killed by tape measure that fell from skyscraper.,unknown,unknown
11/3/2014,irvine,ca,Worker tripped and suffered fatal injuries in fall at worksite.,unknown,unknown
11/2/2014,andrews,tx,Worker struck and killed by pipe.,unknown,unknown
11/2/2014,cypress,tx,Worker killed in fall from freeway bridge.,unknown,unknown
11/2/2014,new orleans,la,Worker drowned when vehicle collison pushed van into lake.,unknown,unknown
11/1/2014,ravenna,mi,Worker struck and killed by truck.,unknown,unknown
10/31/2014,lewes,de,Worker struck and killed by truck that was backing up.,unknown,unknown
10/31/2014,boston,ga,Worker breaking overhead seed jam in storage container fatally engulfed when seeds became dislodged and fell.,unknown,unknown
10/31/2014,estherville,ia,Worker killed in fall through floor opening.,unknown,unknown
10/31/2014,santa margarita,ca,Worker killed when when street sweeper overturned.,unknown,unknown
10/31/2014,cantil,ca,Pilot killed in plane crash.,unknown,unknown
10/31/2014,charlottesville,va,Worker fatally crushed by roller that fell from trailer.  ,unknown,unknown
10/30/2014,fremont,ca,Worker struck and killed by vehicle.,unknown,unknown
10/30/2014,fremont,ca,Worker struck and killed by motor vehicle.,unknown,unknown
10/30/2014,wichita,ks,Worker killed in plane crash.,unknown,unknown
10/30/2014,hutchinson,ks,Worker struck and killed while loading metal into train cars.,unknown,unknown
10/30/2014,florence,ky,Worker fatally crushed between tractor trailer and tandem.,unknown,unknown
10/30/2014,plano,tx,Worker fatally shot.,unknown,unknown
10/30/2014,fawn grove,pa,Worker performing tree trimming struck and killed by tree branch. ,unknown,unknown
10/30/2014,cheyenne,wy,Worker killed in oil storage tank explosion.,unknown,unknown
10/29/2014,staten island,ny,Worker struck and killed by construction vehicle.,unknown,unknown
10/28/2014,scott,la,Worker caught and fatally crushed by conveyor while cleaning pulley.,unknown,unknown
10/27/2014,avalon,nj,Worker painting house killed in fall from bay window.,unknown,unknown
10/27/2014,chesterfield,va,Worker killed in fall from tree.,unknown,unknown
10/27/2014,chesterfield,va,Worker killed in fall from tree.,unknown,unknown
10/27/2014,statesboro,ga,Worker crushed by lumber banding and strapping machine while trying to clear jam.,unknown,unknown
10/27/2014,reno,nv,Worker killed in fall from scissor lift while operating gas-powered pressure washer in enclosed space.,unknown,unknown
10/27/2014,blacksburg,va,Worker struck and killed by falling tree limb.,unknown,unknown
10/27/2014,christiansburg,va,Worker struck and killed by tree.,unknown,unknown
10/27/2014,monroe,tn,Worker struck and killed by loader.   ,unknown,unknown
10/27/2014,morrison,tn,Worker struck and killed by front end loader. ,unknown,unknown
10/27/2014,lehighton,pa,Apprentice worker electrocuted while attaching lightning arresting equipment to power line.,unknown,unknown
10/27/2014,laveen,az,Worker fatally crushed by backhoe boom.,unknown,unknown
10/27/2014,phoenix,az,Worker fatally crushed between back hoe and outrigger.,unknown,unknown
10/27/2014,south boston,va,Worker fatally crushed by vault door that fell off hinges.,unknown,unknown
10/25/2014,tolleson,az,Worker electrocuted when aerial lift contacted power lines.,unknown,unknown
10/24/2014,memphis,tn,Worker killed in fall through hole in floor.,unknown,unknown
10/24/2014,bristol,nv,Worker killed in fall on floor.,unknown,unknown
10/24/2014,coshocton,oh,Worker fatally crushed by truck bed. ,unknown,unknown
10/24/2014,sacramento,ca,Officer fatally shot by suspect in the line of duty.,unknown,unknown
10/24/2014,sacramento,ca,Worker fatally shot during traffic stop.,unknown,unknown
10/24/2014,oxford,oh,Two workers killed in fall from scaffold when attachment line failed.,unknown,unknown
10/24/2014,blacksburg,va,Worker went into respiratory arrest and died from exposure to chemical particulates.,unknown,unknown
10/23/2014,rantoul,il,Temporary worker killed in fall from third floor loading platform.,unknown,unknown
10/23/2014,reddick,fl,Worker elecrocuted while conducting diagnostic testing on transformer. ,unknown,unknown
10/23/2014,tuscaloosa,al,Student worker fatally crushed after being caught and pulled by overhead gantry crane. ,unknown,unknown
10/23/2014,ankeny,ia,Worker fatally crushed under truck wheels.,unknown,unknown
10/23/2014,owosso,mi,Worker fatally crushed by combine.,unknown,unknown
10/22/2014,louisville,ky,Worker fatally crushed by forklift.,unknown,unknown
10/22/2014,el paso,tx,Two workers drowned in pump pit that filled with water due to pump leak.,unknown,unknown
10/22/2014,stanley,nd,Worker in vehicle struck and killed by a train. ,unknown,unknown
10/22/2014,branson,mo,Worker electrocuted in mechanical house.,unknown,unknown
10/21/2014,parachute,co,Worker struck and killed by part of high pressure line that released from it's threaded connection.,unknown,unknown
10/21/2014,bastrop,la,Worker struck and killed by compressed air line that failed under test pressure.,unknown,unknown
10/21/2014,san carlos,ca,Worker fatally crushed beween equipment in storage room. ,unknown,unknown
10/20/2014,osseo,wi,Tow truck driver struck and killed by passing vehicle.,unknown,unknown
10/20/2014,alapaha,ga,Worker drowned when tractor overturned in pond. ,unknown,unknown
10/19/2014,brownsville,ca,Worker killed in fall from tree. ,unknown,unknown
10/19/2014,van horn,tx,Worker killed in truck collision.,unknown,unknown
10/17/2014,boulder,co,Worker struck and killed by tractor trailer.,unknown,unknown
10/17/2014,mount pleasant,tx,Worker struck and killed by ice in ice room.,unknown,unknown
10/17/2014,north richland hills,tx,Worker pinned and fatally crushed between truck and embankment wall.,unknown,unknown
10/16/2014,tabernacle,nj,Worker fatally crushed between truck and tree.,unknown,unknown
10/16/2014,saratoga,ca,Worker drowned in residential pool.,unknown,unknown
10/16/2014,miamisburg,oh,Worker performing welding electrocuted after contacting energized lines.,unknown,unknown
10/16/2014,raleigh,nc,Worker killed in fall from roof.,unknown,unknown
10/16/2014,dededo,gu,Worker killed in fall from ladder.,unknown,unknown
10/16/2014,vina,ca,Worker struck and killed by truck.,unknown,unknown
10/16/2014,louisville,ky,Three workers hospitalized following partial collapse of truss system they were installing.,unknown,unknown
10/16/2014,charlotte,nc,Worker died from heat stroke.,unknown,unknown
10/16/2014,crownsville,md,Worker killed in fall from tree.,unknown,unknown
10/15/2014,visalia,ca,Worker struck and killed by falling tree.,unknown,unknown
10/15/2014,sundown,tx,Worker electrocuted while removing security light.,unknown,unknown
10/15/2014,plantation,fl,Worker operating lawnmower drowned when equipment fell into canal.,unknown,unknown
10/15/2014,hooks,tx,Worker running telecommunications cable electrocuted after  contacting power lines.,unknown,unknown
10/14/2014,cherry hill,nj,Worker killed in fall from extension ladder.,unknown,unknown
10/14/2014,maumee,oh,Road construction worker struck and killed motor vehicle. ,unknown,unknown
10/14/2014,kingsport,tn,Worker killed in fall from vault.,unknown,unknown
10/14/2014,doraville,ga,Worker struck and killed by electrical cabinet that fell from forklift.,unknown,unknown
10/14/2014,detroit,mi,Worker installing chimney liner killed in fall from extension ladder.,unknown,unknown
10/13/2014,annawan,il,Truck driver killed in vehicle collision.,unknown,unknown
10/13/2014,hartford,ct,Three workers hospitalized for injuries after performing firefighting activities.,unknown,unknown
10/12/2014,northville,mi,Worker asphyiaxted by carbon dioxide leaking from drink syrup box. ,unknown,unknown
10/11/2014,southwest ranches,fl,Worker struck and killed by motor vehicle.,unknown,unknown
10/11/2014,visalia,ca,Worker engaged in tree trimming struck and killed by falling branches.,unknown,unknown
10/11/2014,lenexa,ks,Worker riding lawnmower struck and killed by car.,unknown,unknown
10/10/2014,baltimore,md,Worker fatally crushed by dock plate.,unknown,unknown
10/10/2014,sacramento,ca,Worker operating wood chipper on the side of road struck and killed by vehicle.,unknown,unknown
10/10/2014,shelbyville,il,Worker fatally crushed underneath bus.,unknown,unknown
10/10/2014,fairfax,va,Worker on construction site killed in fall from ladder.,unknown,unknown
10/9/2014,columbia station,oh,Worker killed in fall from semi-trailer.,unknown,unknown
10/9/2014,boothwyn,pa,Worker killed in fall from a bucket truck.,unknown,unknown
10/9/2014,thurston,ne,Worker struck and killed by load that fell from crane.,unknown,unknown
10/9/2014,lochbuie,co,Worker struck and killed by truck.,unknown,unknown
10/9/2014,ray,nd,Worker driving truck stuck and killed by train.,unknown,unknown
10/9/2014,george west,tx,Worker struck and killed by semi tire that exploded during inflation.,unknown,unknown
10/8/2014,waverly,ia,Worker died after falling and striking head against paving machine.,unknown,unknown
10/8/2014,douglas,az,Worker died from multiple bee stings.,unknown,unknown
10/8/2014,laurel,md,Worker killed in fall from lift basket.,unknown,unknown
10/7/2014,redford,mi,Worker killed in vehicle collision.,unknown,unknown
10/7/2014,port austin,mi,Worker killed in fall from bucket lift.,unknown,unknown
10/7/2014,hartford,ct,Worker killed performing firefighting activities. ,unknown,unknown
10/7/2014,correctionville,ia,Worker fatally crushed by bulldozer.,unknown,unknown
10/7/2014,west point,ga,Crane operator pinned and fatally crushed by casting machinery.,unknown,unknown
10/7/2014,youngstown,oh,Worker repairing roof killed in fall.,unknown,unknown
10/6/2014,bakersfield,ca,Worker installing conduit killed in fall.,unknown,unknown
10/6/2014,bellevue,ky,Worker killed in fall from ladder.,unknown,unknown
10/6/2014,brookhaven,ms,Oil rig worker struck and killed by pipe.,unknown,unknown
10/6/2014,argyle,tx,Worker struck and killed by vehicle after falling from back of pick-up truck.,unknown,unknown
10/6/2014,bell,fl,Tractor trailer driver killed in vehicle collision.,unknown,unknown
10/5/2014,johnston,ri,Worker killed in fall from extension ladder while cutting tree branch.,unknown,unknown
10/4/2014,st. louis,mo,Worker struck and killed by truck backing up.,unknown,unknown
10/3/2014,boynton beach,fl,Worker electrocuted while repairing parking lot light pole. ,unknown,unknown
10/3/2014,dumas,tx,Worker killed when pickup truck rolled over.,unknown,unknown
10/3/2014,grand rapids,mi,Worker struck and killed by motor vehicle.,unknown,unknown
10/3/2014,taunton,mn,Mail carrier killed in vehicle collision.,unknown,unknown
10/2/2014,atlanta,ga,Worker fatally crushed between truck and dock lift.,unknown,unknown
10/2/2014,bakersfield,ca,Worker killed in fall from tire rack.,unknown,unknown
10/2/2014,oakland,ca,Worker struck and killed by vehicle after falling from back of truck.,unknown,unknown
10/2/2014,saint augustine,fl,Dump truck driver killed when vehicle rolled over. ,unknown,unknown
10/2/2014,rebecca,ga,Worker struck and killed by loader bucket.,unknown,unknown
10/1/2014,boonton,nj,Two workers killed in trench collapse. ,unknown,unknown
10/1/2014,austin,tx,Worker electrocuted while installing duct work in residential attic.,unknown,unknown
10/1/2014,cincinnati,oh,Worker fatally shot while servicing ATM. ,unknown,unknown
10/1/2014,proctor,wv,Worker died from chemical burns after being sprayed with sodium hydroxide.,unknown,unknown
10/1/2014,guntown,ms,Worker electrocuted after contacting energized wire. ,unknown,unknown
10/1/2014,alliance,oh,Employee fatally shot by coworker. ,unknown,unknown
10/1/2014,snyder,tx,Worker killed in vehicle collision.,unknown,unknown
10/1/2014,sparks,md,Company owner killed when soil compactor tipped over.,unknown,unknown
10/1/2014,richwood,oh,Worker killed in vehicle collision.,unknown,unknown
10/1/2014,burbank,il,Company owner killed in fall from roof of van. ,unknown,unknown
